prediction,variety,points,price
0,Château d'Ollières 2016 Prestige White (Coteaux Varois en Provence),89,27.0
0,Domaine Faiveley 2015 Charmes Premier Cru  (Meursault),89,161.0
0,Domaine Jessiaume 2015 Les Ecussaux Premier Cru  (Auxey-Duresses),89,45.0
0,Domaine Pierre Guillemot 2015 Dessus des Golardes  (Savigny-lès-Beaune),89,50.0
0,Domaine Sophie Cinier 2016  Mâcon-Verze,89,30.0
0,Florent Descombe 2015  Chénas,89,40.0
0,Cave du Marmandais 2009 La Vieille Eglise Réserve Red (Côtes du Marmandais),85,13.0
0,Bink 2014 Pinot Noir (Anderson Valley),91,49.0
0,Bailly-Lapierre NV Brut  (Crémant de Bourgogne),91,25.0
0,Château de Crézancy 2015  Sancerre,91,24.0
0,Domaine Girard 2015 Philippe Girard  (Sancerre),91,26.0
0,Domaine Henri Delagrange 2014 Vieilles Vignes  (Volnay),91,64.0
0,Jean-Max Roger 2013 Vieilles Vignes  (Sancerre),91,""
0,Maison Stéphane Brocard 2014 Closerie des Alisiers Vieilles Vignes  (Gevrey-Chambertin),91,48.0
0,Wayfarer 2014 Mother Rock Pinot Noir (Fort Ross-Seaview),96,115.0
0,Château Pierre-Bise 2011 Grand Cru  (Quarts de Chaume),95,60.0
0,Château de Fesles 2011 Vin Rare  (Bonnezeaux),95,40.0
0,Amador Cellars 2006 Westside Vineyard Zinfandel (Amador County),81,25.0
0,Quinta do Castelinho 2013 Quinta Dona Mafalda Vinhas Velhas Red (Douro),85,23.0
0,Jose Maria Vieira 2014 Borges Quinta da Soalheira Red (Douro),85,8.0
0,Kopke 2013 Reserva Red (Douro),85,21.0
0,Les Vignerons Réunis de Monségur 2014 Château Tuilerie Pagès  (Bordeaux),85,15.0
0,Adega Mãe 2014 Chardonnay (Lisboa),85,17.0
0,Adega Mãe 2014 Viognier (Lisboa),85,17.0
0,Casa Ferreirinha 2015 Esteva Red (Douro),85,10.0
0,Casa Santos Lima 2015 Gewurztraminer (Lisboa),85,""
0,DFJ Vinhos 2013 Paxis Pinot Noir (Lisboa),85,10.0
0,Prats & Symington LDA 2015 Prazo de Roriz Red (Douro),85,17.0
0,Quinta do Filoco 2011 Reserva Red (Douro),85,""
0,Quinta dos Poços 2014 Grande Reserva Red (Douro),85,26.0
0,Sanguinhal 2013 Casabel Red (Lisboa),85,""
0,Manzwine 2015 Rosé (Lisboa),85,12.0
0,Messias 2014 Selection Red (Bairrada),85,9.0
0,Domaine Laporte 2016 Le Rochoy  (Sancerre),94,30.0
0,Henri Bourgeois 2014 Etienne Henri  (Sancerre),94,65.0
0,Casa Anadia 2013 Palácio Anadia Reserva Touriga Nacional (Dão),94,50.0
0,Casca Wines 2012 Monte Cascas Vinha das Cardosas Red (Bairrada),94,70.0
0,Daniel Chotard 2015 Les Cris  (Sancerre),94,39.0
0,Domaine Bernard Fleuriet et Fils 2015 Pur Jus  (Sancerre),94,50.0
0,Quinta dos Murças 2015 Vintage  (Port),94,65.0
0,Château Dassault 2006 Barrel sample  (Saint-Émilion),89,""
0,Château Rahoul 2006 Barrel sample  (Graves),89,""
0,Alter Ego de Palmer 2008 Barrel sample  (Margaux),89,""
0,Château Fontenil 2008 Barrel sample  (Fronsac),89,""
0,Château Latour-Martillac 2008 Barrel sample  (Pessac-Léognan),89,""
0,Château Bourgneuf-Vayron 2006 Barrel sample  (Pomerol),89,""
0,Château Haut-Bergey 2006 Barrel sample  (Pessac-Léognan),89,""
0,Château de France 2006 Barrel sample  (Pessac-Léognan),89,""
0,Château Olivier 2006 Barrel sample  (Pessac-Léognan),89,""
0,Château Smith Haut Lafitte 2006 Barrel sample  (Pessac-Léognan),89,""
0,Château Croizet-Bages 2008 Barrel sample  (Pauillac),89,""
0,Château Ferrière 2008 Barrel sample  (Margaux),89,""
0,Michael David 2013 Freakshow Cabernet Sauvignon (Lodi),91,20.0
0,Benoît Daridan 2014 Pinot Noir-Gamay (Cheverny),87,18.0
0,Benoît Daridan 2014 Rosé (Cheverny),87,18.0
0,Campolargo 2013 Vinha do Putto Branco White (Bairrada),87,14.0
0,Quinta Nova de Nossa Senhora do Carmo 2011 Pomares Red (Douro),87,15.0
0,Terras de Alter 2014 Terra d'Alter White (Alentejano),87,10.0
0,Château La Garricq 2011  Moulis-en-Médoc,90,50.0
0,Château l'Évangile 2011 Blason de l'Evangile  (Pomerol),90,""
0,Château Saint-Estèphe 2011  Saint-Estèphe,90,""
0,Laurenz V. 2010 Laurenz and Sophie Singing Grüner Veltliner (Niederösterreich),85,15.0
0,Messias NV 20 Anos Tawny  (Port),87,50.0
0,Quinta do Crasto 2014 Crasto White (Douro),87,18.0
0,Quinta dos Avidagos 2014 Avidagos Red (Douro),87,15.0
0,Casa Santos Lima 2014 Bonavita Red (Lisboa),87,10.0
0,Collin-Bourisset 2014 Domaine des Hospices Civils de Lyon  (Beaujolais-Villages),87,""
0,Domaine de Cause 2012 Malbec (Cahors),87,18.0
0,Domaine d'Escausses 2014 L'Ombre Fraîche White (Gaillac),87,15.0
0,Terras de Alter 2015 Terra d'Alter Red (Alentejano),87,10.0
0,Herdade Grande 2013 Audaz Reserva Red (Alentejano),87,13.0
0,Evel 2012 Tinto Red (Douro),87,13.0
0,Palivou 2012 Single Vineyard Selection Agiorgitiko (Nemea),87,25.0
0,Quinta dos Aciprestes 2011 Tinto Red (Douro),87,17.0
0,Jean-Marc Brocard 2013 Vau de Vey Premier Cru  (Chablis),91,""
0,Lynch Wines 2012 Strummer Syrah (Sierra Foothills),91,21.0
0,Magnum Vinhos 2014 Ribeiro Santo Encruzado (Dão),91,20.0
0,Monte da Ravasqueira 2013 Reserva Branco White (Alentejano),91,""
0,Dona Maria-Júlio Bastos 2012 Dona Maria Amantis Reserva Viognier (Alentejano),91,23.0
0,Fitapreta Vinhos 2013 Palpite Reserva Branco White (Alentejano),91,40.0
0,Anselmo Mendes 2014 Muros Antigos Alvarinho (Vinho Verde),91,""
0,Azamor 2010 Red (Alentejano),91,24.0
0,Casca Wines 2010 Monte Cascas Reserva Fernão Pires (Tejo),91,60.0
0,Provam 2014 Varanda do Conde White (Vinho Verde),91,""
0,Terroirs et Talents 2013 Cuvée Claude Brosse  (Saint-Véran),91,""
0,Poeira 2014 Pó de Poeira White (Douro),91,""
0,Quinta das Maias 2010 Branco White (Dão),86,9.0
0,Alente 2007 Premium Red (Alentejo),86,14.0
0,Chateau de Launay 2005 Les Vignes de Julia  (Bordeaux Supérieur),86,""
0,Domaine Roblin 2010 Ammonites  (Sancerre),90,37.0
0,Château de la Roulerie 2011 Les Terrasses Chenin Blanc (Anjou),90,25.0
0,Château la Varière 2010 Cabernet Franc-Cabernet Sauvignon (Anjou Villages Brissac),90,20.0
0,Patient Cottat 2010 Anciennes Vignes  (Sancerre),90,26.0
0,Domaine l'Ancienne Cure 2011 Sélection Jour de Fruit  (Pécharmant),90,""
0,Domaine Seguin 2011  Pouilly-Fumé,90,29.0
0,Alysian 2010 Floodgate Vineyard Rock Hill Pinot Noir (Russian River Valley),89,55.0
0,Château de Fonbel 2006  Saint-Émilion,88,""
0,Château Fonréaud 2006  Listrac-Médoc,88,""
0,Sineann 2012 Champoux Vineyard Petit Verdot (Columbia Valley (WA)),91,36.0
0,Château de Ferrand 2010  Saint-Émilion,91,""
0,Château Suduiraut 2010 Castelnau de Suduiraut  (Sauternes),91,35.0
0,Cortes de Cima 2011 Incógnito Syrah (Alentejano),91,60.0
0,Domaine Ostertag 2013 Pinot Blanc (Alsace),91,27.0
0,Domaine Schoffit 2011 Rangen de Thann Grand Cru Clos Saint-Théobald Riesling (Alsace),91,53.0
0,Boeckel 2012 Zotzenberg Grand Cru Pinot Gris (Alsace),91,""
0,Quinta do Portal 2011 Mural Reserva Red (Douro),91,12.0
0,Quinta do Sagrado 2008 VT '08 Red (Douro),91,47.0
0,J. Portugal Ramos 2012 Smart Dog Syrah (Alentejano),87,10.0
0,José Maria da Fonseca 2013 Periquita Rosé (Península de Setúbal),87,11.0
0,Borges 2011 Lello Red (Douro),87,8.0
0,Château de la Vieille Tour 2013  Bordeaux Blanc,87,17.0
0,Château du Coudray Montpensier 2013 Le Grand Bouqueteau  (Chinon),87,16.0
0,Château Lafont Menaut 2012  Pessac-Léognan,87,""
0,Château Simard 2011  Saint-Émilion,87,""
0,Etienne de Tauriac 2010  Côtes de Bourg,87,25.0
0,Jean-Michel Cazes 2011 Michel Lynch Bio  (Bordeaux),86,""
0,Fischer 2009 Classic St. Laurent (Thermenregion),86,24.0
0,Markus Huber 2012 Hugo Grüner Veltliner (Niederösterreich),86,13.0
0,Trenel Fils 2015 Les Capitans  (Juliénas),92,25.0
0,Château des Jacques 2015 Côte du Py  (Morgon),92,43.0
0,Domaine des Chers 2015 Vieilles Vignes  (Saint-Amour),92,25.0
0,Freakshow 2014 Red (Lodi),92,20.0
0,Château Pontet-Canet 2000  Pauillac,90,70.0
0,Clos Fourtet 2000  Saint-Émilion,90,51.0
0,Domäne Wachau 2009 Terrassen Federspiel Grüner Veltliner (Wachau),87,16.0
0,Château Moncontour 2012 Sec  (Vouvray),90,17.0
0,Domaine Pignier 2011 A la Percenette Chardonnay (Côtes du Jura),90,33.0
0,François Millet 2012 Domaine des Côtes Blanches  (Sancerre),90,25.0
0,Quinta de Arcossó 2011 Branco Reserva White (Trás-os-Montes),90,33.0
0,Rijckaert 2009 Les Grands Elevages Savagnin (Arbois),90,""
0,Dopff Au Moulin 2013 Schoenenbourg Grand Cru Pinot Gris (Alsace),92,40.0
0,Muxagat 2011 Cisne Red (Douro),92,60.0
0,Domaine Maillard 2011  Corton Les Renardes,91,104.0
0,Au Pied du Mont Chauve 2012 Les Chaumées Premier Cru  (Chassagne-Montrachet),91,65.0
0,Clement et Florian Berthier 2014 Terre de Silex Sauvignon Blanc (Coteaux du Giennois),91,23.0
0,Domaine Matthias et Emile Roblin 2014 Enclos de Maimbray  (Sancerre),91,30.0
0,Domaine Pellé 2014 Les Blanchais  (Menetou-Salon),91,34.0
0,Domaine Vrignaud 2013 Fourchaume Premier Cru Vieilles Vignes  (Chablis),91,50.0
0,Château de Santenay 2012 Les Brunettes et Planchots  (Aloxe-Corton),91,55.0
0,Isabelle et Pierre Clément 2014 La Dame de Châtenoy  (Menetou-Salon),91,26.0
0,Trimbach 2010 Gewurztraminer (Alsace),88,25.0
0,Domaine Ostertag 2011 Barriques Pinot Blanc (Alsace),88,25.0
0,Domaine Pfister 2011 Tradition Pinot Gris (Alsace),88,29.0
0,Domaine Sorin 2011 Red (Bandol),88,""
0,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2011 Cave de Saint-Roch les Vignes Rosé (Côtes de Provence),87,14.0
0,Markus Huber 2011 Gelber Muskateller (Niederösterreich),87,25.0
0,Ormilles 2011 Ormilles Rosé (Côtes de Provence),87,12.0
0,Ravoire et Fils 2011 Domaine de la Rabiotte Rosé (Coteaux d'Aix-en-Provence),87,""
0,Champ de Rêves 2010 Pinot Noir (Anderson Valley),87,40.0
0,Château Réal Martin 2011 Perle de Rosé Rosé (Côtes de Provence),87,20.0
0,Commanderie de Peyrassol 2014 Rosé (Côtes de Provence),89,20.0
0,Henri Bourgeois 2012 Petit Bourgeois Sauvignon Blanc (Vin de Pays du Val de Loire),85,13.0
0,Chavet Fils 2012 Tradition  (Menetou-Salon),85,20.0
0,Quinta das Carvalhas NV Reserva Ruby  (Port),85,18.0
0,Quinta de Sant'Ana 2012 Verdelho (Lisboa),85,""
0,Rovisco Garcia 2012 Rosé (Alentejano),85,20.0
0,Aveleda 2015 Alvarinho (Vinho Verde),88,""
0,Bret Brothers 2014 Terroir du Mâconnais  (Mâcon-Villages),88,28.0
0,Casa do Valle 2015 Branco White (Vinho Verde),88,13.0
0,Casca Wines 2015 Monte Cascas Reserva White (Douro),88,17.0
0,Clos Venturi 2015 1769 Carcajolu (Vin de France),88,21.0
0,Domaine Carrette 2014 Les Mûres  (Saint-Véran),88,23.0
0,Domaine Edmond Cornu 2014  Chorey-lès-Beaune,88,""
0,Fenestra 2012 Ghielmetti Vineyard Petite Sirah (Livermore Valley),88,28.0
0,Trenel Fils 2014  Mâcon-Villages,88,19.0
0,Wines & Winemakers 2012 Azul Portugal Red (Bairrada),88,12.0
0,Ravoire et Fils 2009 Le Pont Red (Bandol),88,22.0
0,Fonseca NV Bin 27 Finest Reserve  (Port),88,""
0,Vista Alegre NV Reserve Ruby  (Port),88,""
0,W. & J. Graham's NV Six Grapes Reserve  (Port),88,58.0
0,Les Vignobles Gueissard 2012 White (Côtes de Provence),86,""
0,Peters Family 2009 Sonoma Stage VIneyard Pinot Noir (Sonoma Coast),86,45.0
0,Château Léoube 2011 Rouge de Léoube Red (Côtes de Provence),86,27.0
0,Domaine de la Sanglière 2012 Breezette Rosé (Côtes de Provence),86,18.0
0,Domaine Sainte-Marie 2012 Vie Vité Rosé (Côtes de Provence),86,18.0
0,Grands Terroirs de France 2010 Grand Cru  (Saint-Émilion),86,""
0,Château Lilian Ladouys 2011  Saint-Estèphe,93,22.0
0,Clos du Marquis 2011  Saint-Julien,93,""
0,Château Eugénie 2008 Cuvée Pierre le Grand Malbec-Merlot (Cahors),90,""
0,Château Jolys 2009 Cuvée Jean  (Jurançon),90,18.0
0,Jean-Luc Baldès 2008 Clos Triguedina Red (Cahors),90,""
0,Laurenz V. 2010 Charming Grüner Veltliner (Kamptal),90,30.0
0,Jean-Luc Baldès 2009 Château de Flore Malbec (Cahors),90,""
0,Château de Fuissé 2006 Les Brulés  (Pouilly-Fuissé),90,58.0
0,Zull 2007 Innere Bergen Riesling (Niederösterreich),90,25.0
0,Bouchard Père & Fils 2006  Chassagne-Montrachet,90,""
0,Longoria 2006 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),90,45.0
0,Roux Père et Fils 2006 Clos des Poruzots Premier Cru  (Meursault),90,""
0,Château de Chatelard 2015 Cuvée Terre de Lumière  (Moulin-à-Vent),90,24.0
0,Georges Duboeuf 2015 Domaine de Roche Noire  (Moulin-à-Vent),90,24.0
0,Naggiar 2014 Reserve Barbera (Sierra Foothills),90,37.0
0,Mailly Grand Cru NV Brut Rosé  (Champagne),88,57.0
0,Pioiero 2007  Nebbiolo d'Alba,88,29.0
0,Bucher 2012 Pinot Noir (Russian River Valley),91,40.0
0,Château Beaumont 2011  Haut-Médoc,91,20.0
0,Château Clément-Pichon 2010  Haut-Médoc,91,""
0,Château Fonréaud 2011  Listrac-Médoc,91,""
0,Château Lafite Rothschild 2011 Carruades de Lafite  (Pauillac),91,""
0,Château Montrose 2011 La Dame de Montrose  (Saint-Estèphe),91,""
0,Domaine de la Bégude 2014 Rosé (Bandol),90,30.0
0,Domaine de la Vallongue 2015 Cuvée Garrigues Rosé (Les Baux de Provence),90,15.0
0,Ravoire et Fils 2015 Château Saint Hippolyte Rosé (Coteaux d'Aix-en-Provence),90,14.0
0,Louis Latour 2012 Les Beaux Monts Premier Cru  (Vosne-Romanée),92,160.0
0,Domaine Barmès-Buecher 2013 Leimental Riesling (Alsace),92,35.0
0,Domaines Ott 2014 Clos Mireille Rosé (Côtes de Provence),92,49.0
0,Le Petit Cochonnet 2015 Chardonnay (Vin de France),83,10.0
0,Café du Midi 2015 Sauvignon Blanc (Vin de France),83,9.0
0,Le Pépin 2015 Sauvignon Blanc (Vin de France),83,6.0
0,Château de Saint Martin 2015 No 2 de Saint-Martin Rosé (Côtes de Provence),83,18.0
0,Patriarche Père et Fils 2015 Chardonnay (Vin de France),83,9.0
0,Bacalhôa Wines of Portugal 2013 Serras de Azeitão Seleção do Enólogo Branco White (Península de Setúbal),84,11.0
0,Borges 2013 Quinta da Soalheira Branco White (Douro),84,13.0
0,Nuiton-Beaunoy 2012 Réserve  (Bourgogne),84,""
0,Quevedo 2013 Oscar's Branco White (Douro),84,12.0
0,Quinta do Portal NV 10-Years-Old Tawny  (Port),84,36.0
0,Domaine Chatelain 2013  Petit Chablis,84,22.0
0,Manuel Olivier 2011  Bourgogne,84,24.0
0,Cave de Kientzheim-Kaysersberg NV Anne de K Brut Rosé Pinot Noir (Crémant d'Alsace),84,20.0
0,Quinta Vale do Armo 2013 Vila Jardim Siria (Tejo),84,10.0
0,Poças 2016 Coroa d'Ouro Branco White (Douro),88,18.0
0,Quinta de Porrais 2016 Sete Vales Branco White (Douro),88,12.0
0,Quinta do Pôpa 2015 Contos da Terra Red (Douro),88,12.0
0,Boas Quintas 2016 Fonte do Ouro Encruzado (Dão),88,19.0
0,Borges 2013 Reserva Tinto Red (Dão),88,12.0
0,Casa Santos Lima 2013 Palha Canas Red (Lisboa),88,15.0
0,Château Bourdieu 2015  Blaye Côtes de Bordeaux,88,9.0
0,Château de Cranne 2015 7ème Génération  (Côtes de Bordeaux),88,25.0
0,Château de Cranne 2015 Dompter la Bête  (Cadillac Côtes de Bordeaux),88,19.0
0,Château de Lagarde 2015  Bordeaux Supérieur,88,30.0
0,Château Godard Bellevue 2015  Francs Côtes de Bordeaux,88,19.0
0,Château Haut-Rian 2015 Prestige  (Côtes de Bordeaux),88,28.0
0,Triennes 2016 Rosé (Mediterranée),88,""
0,Vignerons des Terres Secrètes 2014  Pouilly-Fuissé,88,28.0
0,Labouré-Roi 2015  Savigny-lès-Beaune,88,40.0
0,Florent Descombe 2014  Pouilly-Fuissé,88,24.0
0,Domaine Leflaive 2008  Bâtard-Montrachet,97,430.0
0,Domaine Leflaive 2008  Chevalier-Montrachet,97,550.0
0,Chateau d'Angludet 2013  Margaux,88,45.0
0,Château de Cruzeau 2013  Pessac-Léognan,88,""
0,Château de la Cour 2011  Saint-Émilion,88,40.0
0,Château Fourcas-Borie 2013  Listrac-Médoc,88,""
0,Château Haut Breton Larigaudière 2013  Margaux,88,40.0
0,Château Haut-Gelineau 2012  Côtes de Bourg,88,28.0
0,Château Lanbersac 2012  Puisseguin Saint-Émilion,88,25.0
0,Château Lapinesse 2012 Cuvée Prestige  (Graves),88,20.0
0,Château Larrivet Haut-Brion 2012 Les Hauts de Larrivet Haut-Brion  (Pessac-Léognan),88,35.0
0,Château le Calvaire 2011  Bordeaux Supérieur,88,15.0
0,Château Marquis de Terme 2013  Margaux,88,33.0
0,Château Saint-Corbian 2012 Cuvée Tradition  (Saint-Estèphe),88,33.0
0,Domaine de Pellehaut 2008 Harmonie de Gascogne Red (Vin de Pays des Côtes de Gascogne),84,""
0,Château Denisiane 2009  Bordeaux,84,16.0
0,Faiveley 2014  Bourgogne,87,27.0
0,Chanson Père et Fils 2014  Chablis,87,32.0
0,Château de Mirande 2014  Mâcon-Villages,87,18.0
0,Offley 2013 Late Bottled Vintage  (Port),90,26.0
0,Sandeman 2013 Late Bottled Vintage  (Port),90,30.0
0,Sokol Blosser NV Evolution Big Time Red 6th Edition Red (America),90,15.0
0,Aveleda 2016 Quinta da Aveleda White (Vinho Verde),90,10.0
0,Kenwood 1997 Nuns Canyon Zinfandel (Sonoma Valley),88,20.0
0,Charles Ellner NV Qualité Extra Brut  (Champagne),89,45.0
0,Aveleda 2014 Alvarinho (Minho),87,13.0
0,Bouchard Père & Fils 2013  Pouilly-Fuissé,87,32.0
0,Casca Wines 2014 Cascas Winemaker Selection Red (Douro),87,13.0
0,Casca Wines 2014 Monte Cascas Branco White (Douro),87,13.0
0,Casca Wines 2014 Monte Cascas Colheita White (Douro),87,""
0,Château de Fuissé 2013  Saint-Véran,87,32.0
0,Cooperativa Agricola de Santo Isidro de Pegoes 2012 Adega de Pegões Touriga Nacional (Península de Setúbal),87,""
0,Domaine Laroche 2014  Chablis,87,""
0,Domaines Devillard 2013 Domaine de la Garenne  (Mâcon-Azé),87,23.0
0,Falua 2012 Conde de Vimioso Extra Bruto Sparkling (Tejo),87,20.0
0,Falua 2013 Conde de Vimioso Colheita Seleccionada Red (Tejo),87,12.0
0,Aubry 2011 Ivoire et Ebène Premier Cru Brut  (Champagne),92,70.0
0,Baron-Fuenté NV Esprit Grand Cru Brut  (Champagne),92,100.0
0,Cartuxa 2011 Foral de Evora Tinto Colheita Red (Alentejo),92,28.0
0,Domaine Chenevières 2014 Côte de Lechet Premier Cru  (Chablis),92,35.0
0,Domaine des Baumard 2011  Quarts de Chaume,92,80.0
0,Château Lynch-Bages 2007 Blanc de Lynch-Bages  (Bordeaux Blanc),89,70.0
0,Pascal Doquet 2000 Le Mont Aimé Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),89,""
0,Château du Seuil 2007  Graves,89,25.0
0,Château Tour de Mirambeau 2007  Bordeaux Blanc,89,13.0
0,Château de Cruzeau 2007  Pessac-Léognan,89,21.0
0,Jacquart NV Brut de Nominé  (Champagne),89,63.0
0,L. Tramier & Fils 2016 Collection  (Saint-Amour),87,22.0
0,Pascal Rollet 2015 Les Perriers  (Saint-Véran),87,""
0,Pascal Rollet 2015 Vieilles Vignes  (Pouilly-Fuissé),87,""
0,Domaine Sangouard-Guyot 2015 Au Brûlé  (Saint-Véran),87,24.0
0,Herdade de São Miguel 2014 Ciconia Reserva Syrah (Alentejano),85,10.0
0,La Chablisienne 2013 Dame Nature  (Petit Chablis),85,""
0,Lyeth 2012 Malbec (California),85,13.0
0,Aveleda 2014 Casal Garcia Tinto Red (Douro),85,8.0
0,J. Moreau & Fils 2014  Chablis,85,""
0,La Chablisienne 2013 Pas si Petit  (Petit Chablis),85,19.0
0,Vignerons des Terres Secrètes 2014  Mâcon-Villages,85,9.0
0,Wines & Winemakers 2014 Salsus Lua Cheia em Vinhas Velhas White (Vinho Verde),85,10.0
0,Cortes de Cima 2014 Sauvignon Blanc (Alentejano),85,22.0
0,Dão Sul 2013 Cabriz Colheita Seleccionada Red (Dão),85,""
0,DFJ Vinhos 2014 Brigando Red (Lisboa),85,10.0
0,DFJ Vinhos 2014 Brigando Rosé (Lisboa),85,10.0
0,Domaine Michel 2013 Cray  (Mâcon-Villages),85,21.0
0,Casa da Passarella 2011 Enxertia Alfrocheiro (Dão),90,35.0
0,Domaine de la Pepière 2013 Clos des Briords Sur Lie  (Muscadet Sèvre et Maine),90,20.0
0,Domaine de l'Idylle 2014  Roussette de Savoie,90,18.0
0,Domaine du Haut Bourg 2013 Sur Lie  (Muscadet Côtes de Grandlieu),90,15.0
0,Wines & Winemakers 2012 Abreu Callado Reserva  Red (Alentejano),90,18.0
0,Perescuma 2007 Orquestra Reserva Red (Alentejano),90,25.0
0,Quinta da Alorna 2012 Marquesa da Alorna Reserva Branco White (Tejo),90,25.0
0,Quinta do Monte d'Oiro 2013 Madrigal Viognier (Lisboa),90,40.0
0,Quinta do Portal 2009 Late Bottled Vintage  (Port),90,30.0
0,Lynmar 2011 La Serenité Chardonnay (Russian River Valley),94,70.0
0,Château d'Arlay 2007 Pinot Noir (Côtes du Jura),84,""
0,DFJ Vinhos 2011 Bigode Red (Lisboa),84,8.0
0,Drouet Frères 2012 La Forcine  (Sancerre),84,16.0
0,Tiago Teles 2012 Gilda Red (Bairrada),84,20.0
0,Marquis de la Tour NV Brut Sparkling (Vin Mousseux),83,12.0
0,Bouvet-Ladubay NV Trésor Brut  (Saumur),92,18.0
0,Les Frères Couillaud 2016 Château de la Ragotière Sélection Vieilles Vignes Sur Lie  (Muscadet Sèvre et Maine),92,16.0
0,Les Frères Couillaud 2015 Château de la Ragotière Cuvée Amélie Sur Lie  (Muscadet Sèvre et Maine),91,17.0
0,Henriet-Bazin NV Blanc de Noirs Pinot Meunier Brut Pinot Meunier (Champagne),91,69.0
0,Jean de la Fontaine NV L'Eloquente Brut  (Champagne),91,50.0
0,Lombard et Cie NV Brut Nature Grand Cru  (Champagne),91,55.0
0,Quevedo NV 30 Year Old White  (Port),93,99.0
0,William Fèvre 2013 Mont de Milieu Premier Cru  (Chablis),93,""
0,William Fèvre 2013 Vaillons Premier Cru  (Chablis),93,55.0
0,Albert Bichot 2012 Domaine Long-Depaquit Les Blanchots Grand Cru  (Chablis),93,""
0,Albert Bichot 2013 Domaine Long-Depaquit Vaucoupin Premier Cru  (Chablis),93,""
0,Domaine Laroche 2012 Les Fourneaux Premier Cru  (Chablis),93,""
0,Jean-Marc Brocard 2014 Vaulorent Premier Cru  (Chablis),93,""
0,Duorum 2015 Tons de Duorum Red (Douro),87,11.0
0,Georges Vigouroux 2015 Gouleyant Malbec (Cahors),87,12.0
0,Ramos-Pinto 2015 Duas Quintas Branco White (Douro),86,12.0
0,Companhia das Quintas 2014 Barão de Figueira Red (Beira Interior),86,10.0
0,Domaine de Grange Neuve 2015 La Fleur Lily Sauvignon Blanc (Bergerac Sec),86,12.0
0,Dona Maria-Júlio Bastos 2015 White (Alentejano),86,18.0
0,Falua 2015 Conde Vimioso Colheita Seleccionada Red (Tejo),86,10.0
0,Georges Vigouroux 2015 Pigmentum Merlot-Malbec (Buzet),86,15.0
0,Adega Cooperativa de Borba 2015 Convento da Vila Red (Alentejano),86,7.0
0,Adega de Cantanhede NV Marquês de Marialva Rosé Bruto Baga (Beira Atlantico),86,12.0
0,Gernot and Heike Heinrich 2007 Zweigelt (Burgenland),85,22.0
0,Coniglio 2004 Cabernet Sauvignon (Oakville),85,60.0
0,Château Trotanoy 2010  Pomerol,96,475.0
0,Château Montrose 2010  Saint-Estèphe,96,""
0,Bollinger 2004 La Grande Année Brut  (Champagne),96,155.0
0,Château Ducru Beaucaillou 2010  Saint-Julien,96,""
0,Domaine de Chevalier 2010  Pessac-Léognan,96,132.0
0,Château Smith Haut Lafitte 2010  Pessac-Léognan,95,""
0,Château Pape Clément 2010  Pessac-Léognan,95,""
0,Château Cos d'Estournel 2010  Saint-Estèphe,95,""
0,Clos du Marquis 2010  Saint-Julien,95,""
0,Larmandier-Bernier 2006 Vieilles Vignes de Cramant Grand Cru Chardonnay (Champagne),95,90.0
0,Château Bélair-Monange 2010  Saint-Émilion,95,375.0
0,Château Haut-Bailly 2010  Pessac-Léognan,95,160.0
0,Château la Fleur-Pétrus 2010  Pomerol,95,398.0
0,Domaine de Chevalier 2010  Pessac-Léognan,95,""
0,Vieux Château Mazerat 2010  Saint-Émilion,95,130.0
0,Château Canon 2010  Saint-Émilion,95,""
0,Les Astéries 2010  Saint-Émilion,94,200.0
0,Uccelliera 2008  Brunello di Montalcino,94,65.0
0,Pascal Bouchard 2010 Les Vieilles Vignes Montmains Premier Cru  (Chablis),91,54.0
0,Domaine Heresztyn 2010 Les Millandes Premier Cru  (Morey-Saint-Denis),91,94.0
0,Domaine Vincent Girardin 2010 Santenots Premier Cru  (Volnay),91,52.0
0,Joseph Drouhin 2010  Chassagne-Montrachet,91,56.0
0,Louis Latour 2010 Meursault Blagny Premier Cru  (Meursault),91,70.0
0,Bailly-Lapierre 2007 Vive-la-Joie Brut  (Crémant de Bourgogne),91,30.0
0,Lavradores de Feitoria 2014 Meruge Red (Douro),83,25.0
0,Quinta do Romeu 2011 Red (Douro),83,20.0
0,Domaine Patrick Javillier 2010 Cuvée Oligocene  (Bourgogne),83,""
0,Louis Jadot 2010  Bourgogne,83,""
0,La Chablisienne 2006 Les Preuses Grand Cru  (Chablis),94,67.0
0,Lookout Ridge 2006 Greg La Follette Van de Kamp Vineyard Pinot Noir (Sonoma Mountain),94,100.0
0,Olivier Leflaive 2006  Corton-Charlemagne,94,150.0
0,Domaine Laroche 2006 Les Clos Grand Cru  (Chablis),94,117.0
0,Chanson Père et Fils 2005 Champs Gains Premier Cru  (Puligny-Montrachet),93,115.0
0,Olivier Leflaive 2006 Les Pucelles Premier Cru  (Puligny-Montrachet),93,""
0,Georges Duboeuf 2007  Beaujolais-Villages,86,""
0,Jean-Luc and Paul Aegerter 2010 Clos Roussots Premier Cru  (Maranges),88,46.0
0,Luis Duarte 2012 Rapariga da Quinta Branco White (Alentejano),88,15.0
0,Storyteller 2011 Once Upon a Dream Merlot (Sonoma County),88,25.0
